"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2548192.68320844","2708400.51521563","2851545.38296984","3116695.18196285","3274301.00651327","3661945.33246809","3692926.47742095","3803720.57197642","3895693.97098595","3845192.10461668","4058990.00582629","4281208.21822063","4600010","5258850","6023610","6750030","7388280","7997390","8230190","8757280","9593300","10468910","10755870","11174430","11203670","11203310","11224570","11485600","11889820","","","",
"Europa y Asia central (BIRF y la AIF)","TEC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4395401.26622758","4269242.14956858","3956400.41820615","3628021.84981675","3252150.67895393","3166247.00584352","3094797.6030511","2940982.91648409","2892267.41458016","2867278.1663813","2914439.98458253","2904396.17122703","2928974.44502711","3034975.76861435","3057659.55067373","3059614.18500938","3201557.47610241","3248317.62309058","3303311.88336586","3042484.8252515","3210021.98428686","3371338.48109436","3353618.10833899","3288556.59276741","3187793.88527942","3113226.07590069","3153495.09708587","3223064.33890952","3277898.32447362","","","",
"Togo","TGO","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","970","920","750","630","910","980","1360","760","1200","1710","1270","1180","1340","1830","1780","1750","1570","1500","1570","2820","2630","2510","2230","1750","1590","1820","2300","2070","2260","","","",
"Tailandia","THA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88560","97670","107440","122060","136220","154760","173590","176750","155690","162500","163140","171830","182810","190850","208810","216110","218090","224150","228310","221300","235520","234620","252070","262460","258660","263080","260720","260660","257860","","","",
"Tayikistán","TJK","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11020","10170","7670","5160","3030","2510","2240","2510","2760","2540","2200","2150","2130","2170","2580","2450","2670","3250","3030","2390","2420","2540","2990","3160","4470","4760","5960","6370","7330","","","",
"Turkmenistán","TKM","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44650","37790","28100","26630","32870","33430","29690","29940","30590","35770","36850","38090","39910","44410","46820","48360","49730","56200","56850","50380","57360","63410","66300","67780","69490","72080","72020","71960","71730","","","",
"América Latina y el Caribe (BIRF y la AIF)","TLA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","846730","878870","903410","935790","982960","1004850","1084190","1149940","1194120","1182180","1221880","1225590","1233220","1248350","1303810","1357090","1392010","1450240","1507960","1468940","1553310","1615470","1671480","1717780","1730430","1722720","1687450","1656490","1633250","","","",
"Timor-Leste","TLS","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","170","170","200","210","200","200","210","230","240","250","300","460","530","610","690","600","640","","","",
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","522460","549730","589800","620440","664530","687940","707750","750290","730960","758190","786590","824990","851120","877010","933010","1018330","1072240","1121860","1164890","1224500","1244380","1253100","1314940","1341330","1389430","1376200","1389170","1426500","1461080","","","",
"Tonga","TON","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","90","80","90","90","100","80","90","100","110","100","100","100","120","130","130","150","130","130","140","120","110","110","120","110","110","150","180","190","","","",
"Asia meridional (BIRF y la AIF)","TSA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","643080","686710","717340","747010","786940","849830","891420","942110","961900","1037180","1075940","1095440","1133540","1167850","1254230","1312050","1400870","1540250","1629080","1781870","1884320","1991420","2145490","2203550","2389180","2422620","2479230","2622720","2770040","","","",
"África al sur del Sahara (BIRF y la AIF)","TSS","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","396201.738281525","400436.339241579","408159.606060606","417818.291291291","420974.396942397","440712.581490582","459017.994266994","473906.797433798","478936.527709528","465991.484848485","473455.925197925","522190.204204204","537740.286650287","566425.78023478","602014.628719629","618115.777231777","623786.748020748","647171.987987988","684474.150969151","654686.525252525","702679.36991537","707929.526617527","734020","765180","792710","772050","779950","795640","817160","","","",
"Trinidad y Tobago","TTO","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14110","13000","11930","12470","13020","13160","13300","13770","14100","14210","14360","15430","16020","15320","15970","19670","22220","22070","21140","20190","22620","23190","22120","22730","21920","21260","18230","18190","17760","","","",
"Túnez","TUN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13750","14420","15180","16520","16650","17040","17600","18180","18920","19840","20930","21650","21730","21870","22830","23140","24070","24520","24790","25090","27440","25720","26680","26770","28830","29670","28990","29890","29980","","","",
"Turquía","TUR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139220","143820","149830","155630","153930","168260","185450","193590","193850","192870","216620","197780","208120","219160","224600","235010","261090","288970","287200","287830","297120","317720","328880","318170","340640","351590","374590","415900","412970","","","",
"Tuvalu","TUV","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","","",
"Tanzanía","TZA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890","1860","1860","1910","1910","2730","3070","2890","2690","2520","2950","3130","3570","3760","5100","5680","6060","5910","6100","5930","6910","8160","9870","10810","10720","11690","10920","11360","11580","","","",
"Uganda","UGA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","790","810","820","820","730","960","1070","1130","1290","1320","1330","1350","1540","1620","1770","2230","2600","2940","3180","3410","3850","4160","3910","4270","4740","4860","5670","5840","6130","","","",
"Ucrania","UKR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","688620","651930","574640","499320","415670","399250","346110","328250","309290","305730","297380","300550","303940","330230","307140","295410","303990","312140","301330","252290","269460","283520","277290","268600","237610","190870","201250","174840","185370","","","",
"Ingreso mediano alto","UMC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6587031.92622047","6650478.56390829","6600360.1637876","6651668.61637739","6584151.17525495","6899506.05215136","6951835.07068579","6986444.26286756","7068029.50514858","6944871.20894584","7269961.48451032","7503280.86944425","7833914.21886496","8565289.79588436","9423505.710946","10209311.47168","10976936.0209785","11648066.0579614","12026381.3665608","12300469.3971365","13326486.3633032","14311268.5814121","14693545.3068555","15131521.9539837","15091297.5672928","14969904.149612","14942764.4427996","15218703.1352848","15568348.1896547","","","",
"Uruguay","URY","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3850","4370","4770","4490","4270","4690","5450","5560","5780","6780","5460","4950","4530","4490","5460","5410","6330","5850","7750","7670","6280","7610","8520","7360","6500","6590","6530","6080","6520","","","",
"Estados Unidos","USA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4844990","4808090","4880200","5000350","5073230","5126900","5283110","5547990","5590700","5610300","5776410","5749250","5594160","5659630","5740030","5756080","5656580","5740270","5563340","5159550","5392870","5172100","4950210","5089500","5102580","4982790","4888640","4813720","4981300","","","",
"Uzbekistán","UZB","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117770","118590","113070","113740","107170","96130","97100","98450","113730","114940","121690","122740","125390","118310","121430","114810","121930","118350","124200","114360","122560","125040","111290","113130","105410","101530","107350","111380","112090","","","",
"San Vicente y las Granadinas","VCT","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","90","120","120","140","150","150","160","190","190","160","210","230","230","250","250","250","300","220","990","250","230","400","220","290","220","270","270","280","","","",
"Venezuela","VEN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103120","102390","104750","110140","110330","116940","130630","135930","132520","127480","134390","137290","145580","138100","142740","157570","149890","152780","163490","163930","171400","170180","183930","187680","188350","173880","162060","148740","138160","","","",
"Islas Vírgenes Británicas","VGB","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Vírgenes (EE.UU.)","VIR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18410","18310","19310","24250","26750","30320","34170","40140","44870","45170","50310","55920","66280","70460","84460","92040","95760","105380","117620","131720","149440","149020","147270","153630","168560","209200","223870","222130","257860","","","",
"Vanuatu","VUT","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","70","60","60","60","70","90","90","80","90","90","90","80","90","70","70","70","110","100","130","130","130","120","110","160","140","180","170","180","","","",
"Mundo","WLD","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20605300.6323958","20796788.3265389","20739112.9935333","20871540.8908302","20981209.8024858","21580191.8366115","22036740.1298645","22391303.8371261","22507014.7779319","22613084.8299427","23308942.0831275","23704350.3129496","24051493.2729998","25140855.2129049","26316295.1761469","27321900.5939922","28220072.1271108","29308612.8424648","29571287.8488155","29250164.0296443","31027987.1546705","32000096.5373751","32440206.1638455","33049786.2446863","33081127.8524877","32939381.0725735","32936603.7114682","33347511.2460906","34036864.4360507","","","",
"Samoa","WSM","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","110","120","120","120","120","130","130","140","140","150","150","160","160","170","190","190","190","190","190","190","200","200","200","210","240","300","300","320","","","",
"Kosovo","XKX","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep. del","YEM","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6640","8500","9130","8120","8480","9870","10080","10850","11730","13170","13890","15080","15140","17400","18400","19380","19410","20630","22010","25650","23990","20690","19680","26350","26710","14210","10880","10060","9310","","","",
"Sudáfrica","ZAF","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247660","242330","238820","246430","252010","264190","273980","288920","296510","278470","284730","320600","331420","353110","379970","377640","379560","396900","426560","404020","425110","409120","426710","436870","447980","424880","425180","435140","433250","","","",
"Zambia","ZMB","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740","2880","2850","2520","2140","2130","1760","2280","2170","1760","1810","1830","1920","2090","2110","2290","2180","1980","2180","2470","2640","3060","4020","4240","4800","5070","5590","6990","7740","","","",
"Zimbabwe","ZWE","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16530","18300","18470","17080","15960","15480","14860","13830","14070","15820","13700","13900","12490","10180","9770","10510","9830","9760","7600","7750","9810","11490","12110","12360","12150","12400","10990","10230","12270","","","",
